headline,short_description,authors,date
Electronics Store RadioShack Files For Bankruptcy Again,"RadioShack will close approximately 200 stores and will evaluate options on the remaining 1,300.","Lauren Hirsch, Reuters",2017-03-09
Bay Area School Gets Rich Quick On Snapchat Investment,"""God's looking out for us,"" a former president of the Catholic high school said.",Ron Dicker,2017-03-03
Yahoo's Marissa Mayer Loses Bonus For Handling Of 'Security Incident',About 500 million Yahoo users' accounts may have been compromised in the 2014 hacking.,Michael McLaughlin,2017-03-02
"If You Have One Of These Toys In Your House, You May Want To Stop Using It","More than 800,000 users are affected.",Ryan Grenoble,2017-02-28
7 Ways Managers Motivate And Demotivate Employees,Few things are as costly and disruptive as managers who kill morale.,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",2017-02-25
Early Uber Investors Call On Company To Change 'Destructive Culture',"""Uber has had countless opportunities to do the right thing .""",,2017-02-24
Verizon Agrees To Buy Yahoo's Core Internet Business At $350 Million Discount,"The deal will combine Yahoo's search, email and messenger assets as well as advertising technology tools with Verizon's AOL unit.",,2017-02-21
How To Negotiate The Salary You Deserve,As a lawyer who spent 11 years settling large insurance claims and negotiating attorney’s fees with some of the most contentious,"Wendi Weiner, ContributorAttorney, Writer, and Career Branding Expert to Top Executives",2017-02-20
Asian Americans versus Asian Americans,Asian immigrants are disappointed Asian Americans are not more welcoming even as they fear their own children will turn into Asian Americans.,"Frank H. Wu, ContributorAuthor, Yellow: Race in America Beyond Black and White",2017-02-19
Is The Dow Jones Industrial Average Index Misleading Or Meaningless Or Both?,"Like many of us, I thought that the Dow Jones industrial Average index (DJIA) is comprising thirty of the most important","Georges Ugeux, ContributorAdjunct professor Columbia Law School and CEO Galileo Global A...",2017-02-17
Oscarnomics 2017: The Brand Value of Awards,,"Ira Kalb, ContributorAssistant Professor of Clinical Marketing, Marshall School of ...",2017-02-12
Bay Area Floats 'Sanctuary In Transit Policy' To Protect Commuting Immigrants,The proposal calls for limiting collaboration between BART police and federal agencies.,Chris D'Angelo,2017-02-10
Facebook Recognizes Everyone Needs Paid Time Off. Not Just Parents.,"All employees will now get 6-weeks paid family leave, on top of 4 months off available to moms and dads.",Emily Peck,2017-02-07
Tech Giants Rail Against Donald Trump's Immigrant Ban In Legal Brief,"""American workers and the economy will suffer as a result"" of the executive order.",Mary Papenfuss,2017-02-06
Super Bowl Ads Are a Great Way to Waste Money,,"Ira Kalb, ContributorAssistant Professor of Clinical Marketing, Marshall School of ...",2017-02-05
Ikea’s New Project Will Create Jobs For Syrian Refugees,The company plans to employ Syrian refugees living in Jordan to produce a new line of handwoven rugs and textiles.,Hayley Miller,2017-02-01
10 Harsh Lessons That Will Make You More Successful,"Everyone fails in life, and failure can be a crushing experience. The only thing that separates successful people from the rest is how they respond after they fail.","Dr. Travis Bradberry, ContributorAuthor of #1 bestselling book, Emotional Intelligence 2.0, and...",2017-01-28
DOJ Sues JPMorgan For Racial Discrimination,The suit claim that the bank charged African-American and Hispanic borrowers more than white borrowers with the same credit profile.,,2017-01-18
American Apparel Stores To Close After Canadian Purchase,"All 110 stores, as well as the company's Los Angeles headquarters, are slated to close by the end of April.",Nina Golgowski,2017-01-15
Volkswagen Agrees To Pay $4.3B To Resolve U.S. Emissions Troubles,"Prosecutors also charged six Volkswagen executives and employees, for their roles in the nearly 10-year conspiracy.","David Shepardson, Reuters",2017-01-11
Uber Unveils 'Movement' Tool To Help City Planners Better Analyze Traffic Patterns,"Smart infrastructure decisions help everyone, including Uber.",Ryan Grenoble,2017-01-09
Goals 2017:  Tax Planning & Timing,,"Mark Steber, ContributorChief Tax Officer, Jackson Hewitt Tax Service Inc.",2017-01-08
"Data Data Everywhere, But Not a Drop to Use...Or is There?",,"Advertising Week, ContributorThe world’s premier annual gathering of marketing and communic...",2017-01-07
New York City Wants Uber To Hand Over Passengers' Trip Data,The city's Taxi & Limo Commission doesn't have the best track record at keeping rider data private -- but neither does Uber.,Ryan Grenoble,2017-01-05
A Kink in the Works,,"Martha Ringer, ContributorFormer banking executive and government policy administrator",2017-01-02
How Investors Pushed Corporates to Disclose Climate Risk in 2016,,"Steve Zwick, ContributorWriter, Reporter, Pragmatic Tree-Hugger",2016-12-31
The Joy of Being Wrong When a Subordinate Disagrees With You,,"George Bradt, ContributorChairman, PrimeGenesis",2016-12-28
Former Versace Store Clerk Sues Over Secret 'Black Code' For Minority Shoppers,"An encrypted message was used to alert staff about customers, the lawsuit says.",Mary Papenfuss,2016-12-27
The House of Tatas accused of insider trading by its disgruntled CEO,,"Georges Ugeux, ContributorChairman and CEO, Galileo Global Advisors and Adjunct professo...",2016-12-26
Stocks Could Suffer As Trump Trade Policy Takes Shape,The incoming administration is signaling Trump’s campaign promises to revisit trade deals and even impose a tax on all imports are very much alive.,"Rodrigo Campos, Reuters",2016-12-24
Deutsche Bank Agrees To Pay $7.2 Billion To Settle Toxic Mortgage Securities Case,"As part of the agreement, Deutsche Bank would pay a civil monetary penalty of $3.1 billion and provide $4.1 billion in consumer relief.","By Karen Freifeld, Arno Schuetze and Kathrin Jones, Reuters",2016-12-23
The Store As A Showroom: Having Your Cake And Eating It Too,"In 2005, I was shopping for an acoustic piano. Back then, piano shopping worked like this: Go to a showroom. Play every instrument","Elaine Chen, ContributorSenior Lecturer and Entrepreneur-in-Residence, MIT",2016-12-22
American Cities Adding The Most Jobs This Year,"The U.S. economy added nearly 2.5 million employed workers in the last 12 months, a growth of 1.7%. Employment is expanding","24/7 Wall St., ContributorSpecial Report",2016-12-20
11 Secrets To Staying Productive And In Control,,"Dr. Travis Bradberry, ContributorAuthor of #1 bestselling book, Emotional Intelligence 2.0, and...",2016-12-18
The Company Christmas Party,"Some dos and don'ts. Click for AUDIO version. December is here, along with the company Christmas party.  For newbies experiencing","Tim Bryce, ContributorFreelance Writer & Radio Commentator",2016-12-16
Report: Exxon Has Understood Climate Risks Of Oil Sands For Decades,The InsideClimate News investigation comes amid news that President-elect Donald Trump has chosen Exxon CEO Rex Tillerson as secretary of state.,Chris D'Angelo,2016-12-13
"The Best Deals Of Green Monday From Amazon, Dell And more",Think of Green Monday as a 2nd helping of Cyber Monday. It’s a second change for users to get some fantastic deals while,"Jeff Lee, ContributorTechBargains",2016-12-12
Why Car Rental Customers Are Losing It Over 'Loss of Use',"After Julie Thomason wrecked her rental car, she expected a repair bill. But she didn't anticipate a $1,000 invoice for something","Christopher Elliott, ContributorAuthor, How to Be the World's Smartest Traveler (and Save Time...",2016-12-10
Battling Blind Spots In Corporate Culture,I still find it surprising when people make assumptions about me. What new colleagues and clients first see is that I’m a,Mike Dillon,2016-12-07
Ikea Is Giving Its Employees Up To Four Months Of Paid Parental Leave,You'd be hard-pressed to find a plan this generous elsewhere in retail. At least in America.,Dave Jamieson,2016-12-06
Rethinking Values in the Workplace,,"Great Work Cultures, ContributorBringing together individuals, organizations, and networks to ...",2016-12-03
Payrolls Rise Solidly As Jobless Rate Reaches 9-Year Low,"The unemployment rate dropped to 4.6 percent and nonfarm payrolls increased by 178,000 jobs last month, the Labor Department said.","Lucia Mutikani, Reuters",2016-12-02
Starbucks CEO Howard Schultz To Step Down,Chief operating officer Kevin Johnson will take Schultz's position.,"Lisa Baertlein and Gayathree Ganesan, Reuters",2016-12-01
Cyber Monday Continues To Dominate The Holiday Shopping Season,We just saw the largest online shopping day in U.S. history.,Ryan Grenoble,2016-11-29
"On Cyber Monday, Consider All The Workers Who Bring You That Stuff","What happens after you click ""buy.""",Dave Jamieson,2016-11-28
Powerball Ticket Sold With All Winning Numbers In $421 Million Jackpot,"The winner, who has yet to come forward, purchased the ticket in Tennessee.",,2016-11-27
Wells Fargo Asks Court To Dismiss Account Scandal Lawsuit,"Wells Fargo has asked a court to order dozens of customers who are suing the bank to resolve their disputes in private arbitrations, according to legal documents.","Suzanne Barlyn, Reuters",2016-11-25
6 Simple Ways to Motivate Yourself to Work Even if You Don't Feel Like it,,"Vicky Law, ContributorFreelance Writer, Content Marketer, Social Media Junkie",2016-11-25
Five Lessons of Being a Multi-Millionaire,,"Timothy Sykes, ContributorEntrepreneur, Leading Penny Stock Expert, Trader and Advocate",2016-11-25
The Biggest Sign That You Should Probably Change Careers,,"Quora, ContributorThe best answer to any question",2016-11-24
Tonka Truck Pulled From Shelves After It Reportedly Burst Into Flames,"""It was just a toy for our grandson. Who would have known?"" the toy's buyer said.",Nina Golgowski,2016-11-21
What's Really Going On With Twitter?,,"Advertising Week, ContributorThe world’s premier annual gathering of marketing and communic...",2016-11-20
15 Success Tips For First-Time Entrepreneurs,By Richard D. Harroch Being a first-time entrepreneur can be challenging and nerve-wracking but also very exciting and rewarding,"AllBusiness.com, ContributorWe provide expert advice on starting, financing, marketing, an...",2016-11-19
AOL Lays Off 500 People,Most of the cuts will be in corporate units.,,2016-11-17
SpaceX Executive Quits To Fight Trump As A Grassroots Activist,"""The only reason to leave my dream job was to go and fight a nightmare.""",Ryan Grenoble,2016-11-16
American Apparel Files For 2nd Bankruptcy,The clothing retailer is weighed down by intense competitive pressures and a rocky relationship with its founder.,"By Jessica DiNapoli, Reuters",2016-11-14
5 Things Entrepreneurs Can Learn From The World Series of Poker,,"George Beall, ContributorStartup founder, investor, and advisor",2016-11-13
